age,health,Health1,Health2,Health3,Health4,Health5,Death
79,4,0.00472390,0.02517523,0.15615565,0.62619612,0.12616912,0.06157997
79,5,0.00076955,0.00620628,0.03683171,0.17687911,0.62250849,0.15680487
79,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
80,1,0.61757744,0.27522396,0.06109832,0.01969902,0.00921825,0.01718302
80,2,0.05872085,0.66448691,0.21160688,0.03284696,0.01248111,0.01985729
80,3,0.00896472,0.13591333,0.64948297,0.14908808,0.02236177,0.03418914
80,4,0.00476903,0.02504291,0.15396376,0.62177579,0.12722690,0.06722160
80,5,0.00093971,0.00628118,0.03749955,0.17416043,0.61513236,0.16598678
80,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
81,1,0.60979513,0.27647866,0.06331543,0.02130592,0.01003035,0.01907451
81,2,0.05744649,0.65843332,0.21340553,0.03437275,0.01389929,0.02244262
81,3,0.00884390,0.13411548,0.64570878,0.15021158,0.02304108,0.03807917
81,4,0.00481174,0.02489656,0.15171285,0.61702148,0.12821767,0.07333969
81,5,0.00114665,0.00635232,0.03815147,0.17135768,0.60739750,0.17559438
81,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
82,1,0.60174781,0.27757160,0.06557344,0.02303001,0.01090742,0.02116972
82,2,0.05616187,0.65199470,0.21507428,0.03594515,0.01546817,0.02535583
82,3,0.00872017,0.13227240,0.64162176,0.15126464,0.02372865,0.04239238
82,4,0.00485174,0.02473528,0.14939948,0.61191291,0.12913372,0.07996688
82,5,0.00139808,0.00641928,0.03878461,0.16846920,0.59929452,0.18563431
82,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
83,1,0.59342270,0.27848866,0.06786805,0.02487751,0.01185351,0.02348957
83,2,0.05486527,0.64514029,0.21659534,0.03756161,0.01720137,0.02863612
83,3,0.00859324,0.13038001,0.63719586,0.15223793,0.02442276,0.04717019
83,4,0.00488871,0.02455814,0.14702023,0.60642942,0.12996690,0.08713661
83,5,0.00170324,0.00648162,0.03939588,0.16549342,0.59081410,0.19611174
83,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
84,1,0.58480672,0.27921488,0.07019422,0.02685458,0.01287273,0.02605687
84,2,0.05355488,0.63783725,0.21794924,0.03921874,0.01911317,0.03232671
84,3,0.00846285,0.12843406,0.63240338,0.15312133,0.02512140,0.05245698
84,4,0.00492231,0.02436423,0.14457178,0.60055020,0.13070862,0.09488287
84,5,0.00207321,0.00653887,0.03998197,0.16242877,0.58194699,0.20703018
84,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
85,1,0.57588663,0.27973451,0.07254606,0.02896717,0.01396917,0.02889646
85,2,0.05222886,0.63005074,0.21911471,0.04091222,0.02121839,0.03647508
