age,health,Health1,Health2,Health3,Health4,Health5,Death
86,1,0.43240159,0.29398720,0.08017295,0.07114254,0.06975589,0.05253983
86,2,0.05352724,0.50400368,0.17553046,0.13717171,0.07036935,0.05939756
86,3,0.01776325,0.11062329,0.54415645,0.15374011,0.04956286,0.12415403
86,4,0.00708648,0.05588005,0.11513967,0.57650136,0.08951921,0.15587322
86,5,0.02261193,0.00773018,0.02895603,0.14650415,0.54845339,0.24574432
86,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
87,1,0.42169125,0.29298440,0.07976021,0.07256963,0.07652455,0.05646996
87,2,0.05177602,0.49147150,0.17093319,0.14183966,0.07900051,0.06497911
87,3,0.01754762,0.10835460,0.53452825,0.15220291,0.05209429,0.13527234
87,4,0.00691823,0.05698649,0.11245253,0.56958914,0.08838800,0.16566561
87,5,0.02485715,0.00726073,0.02954370,0.14245865,0.54029487,0.25558490
87,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
88,1,0.41070778,0.29160274,0.07924570,0.07392844,0.08384008,0.06067526
88,2,0.04996421,0.47812290,0.16606453,0.14632124,0.08848158,0.07104554
88,3,0.01731039,0.10598423,0.52433720,0.15047066,0.05467856,0.14721896
88,4,0.00674847,0.05806743,0.10973850,0.56230075,0.08719989,0.17594496
88,5,0.02729735,0.00681282,0.03011248,0.13838320,0.53171341,0.26568074
88,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
89,1,0.39944967,0.28982077,0.07862414,0.07520712,0.09172620,0.06517208
89,2,0.04809258,0.46394806,0.16092220,0.15055864,0.09884721,0.07763131
89,3,0.01705086,0.10351080,0.51357184,0.14853584,0.05730526,0.16002541
89,4,0.00657726,0.05911839,0.10699861,0.55463200,0.08595435,0.18671939
89,5,0.02994477,0.00638565,0.03065909,0.13427931,0.52270369,0.27602750
89,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
90,1,0.38791759,0.28761775,0.07789048,0.07639319,0.10020362,0.06997736
90,2,0.04616286,0.44894682,0.15550729,0.15448977,0.11012140,0.08477185
90,3,0.01676841,0.10093376,0.50222472,0.14639189,0.05996229,0.17371893
90,4,0.00640468,0.06013472,0.10423415,0.54658026,0.08465110,0.19799509
90,5,0.03281152,0.00597844,0.03118006,0.13014871,0.51326134,0.28661992
90,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
91,1,0.37611474,0.28497406,0.07704001,0.07747362,0.10928910,0.07510847
91,2,0.04417797,0.43313045,0.14982485,0.15804910,0.12231431,0.09250332
91,3,0.01646260,0.09825349,0.49029306,0.14403351,0.06263582,0.18832152
91,4,0.00623082,0.06111166,0.10144671,0.53814464,0.08329009,0.20977608
91,5,0.03590947,0.00559047,0.03167173,0.12599338,0.50338313,0.29745182
91,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
92,1,0.36404721,0.28187168,0.07606849,0.07843492,0.11899448,0.08058322
92,2,0.04214204,0.41652340,0.14388443,0.16116889,0.13541903,0.10086221
92,3,0.01613314,0.09547148,0.47777947,0.14145691,0.06531026,0.20384876
92,4,0.00605582,0.06204433,0.09863819,0.52932609,0.08187161,0.22206395
92,5,0.03924992,0.00522102,0.03213025,0.12181560,0.49306716,0.30851605
92,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
93,1,0.35172439,0.27829474,0.07497227,0.07926337,0.12932550,0.08641974
93,2,0.04006062,0.39916490,0.13770065,0.16378067,0.14940818,0.10988498
93,3,0.01577996,0.09259036,0.46469258,0.13866003,0.06796832,0.22030874
93,4,0.00587980,0.06292779,0.09581083,0.52012766,0.08039622,0.23485769
93,5,0.04284343,0.00486943,0.03255156,0.11761797,0.48231312,0.31980448
93,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
94,1,0.33915928,0.27423001,0.07374846,0.07994513,0.14028071,0.09263640
94,2,0.03794069,0.38111029,0.13129361,0.16581716,0.16423074,0.11960752
94,3,0.01540321,0.08961412,0.45104770,0.13564285,0.07059113,0.23770098
94,4,0.00570293,0.06375708,0.09296718,0.51055456,0.07886486,0.24815338
